pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
2508	a city street filled with lots of traffic	a street with a large building and a street sign	0	NEUTRAL
2509	a stop sign on the corner of a street	a stop sign on the corner of a street	0	NEUTRAL
2510	a horse is pulling a carriage down a street	a horse is pulling a carriage down a street	0	NEUTRAL
2511	a red double decker bus parked in a parking lot	a red double decker bus parked in a parking lot	0	NEUTRAL
2512	a bird is perched on a wooden post	a bird is sitting on a wooden bench	0	NEUTRAL
2513	a stove top oven sitting inside of a kitchen	a stove top oven sitting inside of a kitchen	0	NEUTRAL
2514	a slice of pizza sitting on top of a white plate	a slice of pizza sitting on top of a white plate	0	NEUTRAL
2515	an airplane sitting on top of an airport tarmac	an airplane sitting on top of an airport tarmac	0	NEUTRAL
2516	a birthday cake with a candle on top of it	a birthday cake with a candle on top of it	0	NEUTRAL
2517	a man holding a stop sign in front of a building	a man holding a stop sign in front of a building	0	NEUTRAL
2518	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2519	a group of people standing in a kitchen	a group of people standing in a kitchen	0	NEUTRAL
2520	a group of people standing around a table with food	a group of people standing around a table with food	0	NEUTRAL
2521	a car driving down a street next to a traffic light	a car driving down a street next to a traffic light	0	NEUTRAL
2522	a man in a kitchen preparing food in a kitchen	a man in a kitchen preparing food in a kitchen	0	NEUTRAL
2523	an airplane is parked on the runway at the airport	an airplane is parked on the runway at the airport	0	NEUTRAL
2524	a fire hydrant is on the side of the street	a red fire hydrant sitting on the side of a road	0	NEUTRAL
2525	a plate of food with meat and vegetables	a plate of food with meat and vegetables	0	NEUTRAL
2526	a man riding a skateboard on a ramp	a man riding a skateboard on a ramp	0	NEUTRAL
2527	a group of people standing around a bus	a group of people standing around a bus	0	NEUTRAL
2528	a laptop computer sitting on top of a desk	a laptop computer sitting on top of a desk	0	NEUTRAL
2529	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
2530	a display case filled with lots of donuts	a display case filled with lots of donuts	0	NEUTRAL
2531	a cup of coffee and a banana on a table	a cup of coffee and a banana on a table	0	NEUTRAL
2532	a red fire hydrant sitting on the side of a road	a red fire hydrant sitting on the side of a road	0	NEUTRAL
2533	a person riding a motorcycle on a road	a person riding a motorcycle on a road	0	NEUTRAL
2534	a group of people riding skis down a snow covered slope	a group of people riding skis down a snow covered slope	0	NEUTRAL
2535	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2536	a woman is holding a cell phone in her hand	a woman holding a cell phone and a cell phone	0	NEUTRAL
2537	a street sign on the side of a building	a street sign on the side of a building	0	NEUTRAL
2538	a close up of a bowl of fruit on a table	a white bowl with a banana on top of it	0	NEUTRAL
2539	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
2540	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
2541	a man in a hat and a hat sitting on a boat	a man in a hat and a hat sitting on a boat	0	NEUTRAL
2542	a dog is sitting on a motorcycle in a parking lot	a dog is sitting on a motorcycle in a parking lot	0	NEUTRAL
2543	a stop sign on the side of the road	a stop sign on the side of a road	0	NEUTRAL
2544	a street sign with a sky background	a street sign is shown in the middle of the day	0	NEUTRAL
2545	a plate of food and a cup of coffee	a plate of food and a cup of coffee	0	NEUTRAL
2546	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
2547	a passenger train that is pulling into a station	a passenger train that is pulling into a station	0	NEUTRAL
2548	a street sign on a pole in a forest	a street sign on a pole in a wooded area	0	NEUTRAL
2549	a giraffe standing in front of a building	a giraffe standing next to a wooden fence	0	NEUTRAL
2550	a red stop sign sitting on the side of a road	a stop sign with a street sign on top of it	0	NEUTRAL
2551	a street sign is shown in the dark	a street sign is shown in the dark	0	NEUTRAL
2552	a man sitting at a table with a pizza	a man is eating a slice of pizza	0	NEUTRAL
2553	a baseball game in progress with the batter up to plate	a baseball game in progress with the batter up to plate	0	NEUTRAL
2554	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2555	a woman is cutting a cake with a knife	a woman is cutting a cake with a knife	0	NEUTRAL
2556	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
2557	a man riding a skateboard up the side of a ramp	a man is doing a trick on a skateboard	0	NEUTRAL
2558	a group of people standing in a field	a group of people standing in a field	0	NEUTRAL
2559	a stop sign with a sign on it	a stop sign with a street sign on top of it	0	NEUTRAL
2560	a cat is playing with a remote control	a cat is playing with a remote control	0	NEUTRAL
2561	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2562	a group of zebras standing next to each other	a group of zebras standing next to each other	0	NEUTRAL
2563	a young girl is standing in a room	a young girl standing in front of a wall holding a cell phone	0	NEUTRAL
2564	a bus is driving down the street in a city	a bus is driving down the street in a city	0	NEUTRAL
2565	a group of young people playing a game of frisbee	a group of people playing a game of frisbee	0	NEUTRAL
2566	a man and a woman standing in front of a group of people	a man and a woman standing next to each other	0	NEUTRAL
2567	a woman is holding a cat on a leash	a woman is holding a teddy bear on a street	0	NEUTRAL
2568	a bus is parked on the side of the road	a bus is parked on the side of the road	0	NEUTRAL
2569	a large clock on the side of a building	a large clock on the side of a building	0	NEUTRAL
2570	a group of people walking down a street	a group of people walking down a street	0	NEUTRAL
2571	a double decker bus is parked on the street	a double decker bus is parked on the street	0	NEUTRAL
2572	a group of people standing around a train	a group of people standing in front of a train	0	NEUTRAL
2573	a stop sign on the side of the road	a stop sign on the side of the road	0	NEUTRAL
2574	a street with a traffic light and a street sign	a street sign on the corner of a street	0	NEUTRAL
2575	a microwave oven sitting on top of a wooden table	a tv sitting on top of a wooden table	0	NEUTRAL
2576	a motorcycle parked in a field next to a tree	a motorcycle parked in a field next to a tree	0	NEUTRAL
2577	a street sign and a traffic light on a pole	a street sign and a traffic light on a pole	0	NEUTRAL
2578	a desk with a laptop and a monitor	a laptop computer sitting on top of a desk	0	NEUTRAL
2579	a piece of cake on a plate with a fork	a piece of cake on a plate with a fork	0	NEUTRAL
2580	a large passenger jet sitting on top of an airport runway	a large passenger jet sitting on top of an airport runway	0	NEUTRAL
2581	a large red bus parked in a parking lot	a group of people standing in front of a bus	0	NEUTRAL
2582	a table with a plate of food and a drink	a table topped with a laptop and a cup of coffee	0	NEUTRAL
2583	a kitchen with a refrigerator and a stove	a microwave oven sitting on top of a refrigerator	0	NEUTRAL
2584	a building with a sign on the side of it	a building with a sign on the side of it	0	NEUTRAL
2585	a fire truck is parked on the street	a fire truck is parked on the street	0	NEUTRAL
2586	a pot of food is on a stove top	a pot of food is on a stove top	0	NEUTRAL
2587	a man is feeding a giraffe at a zoo	a man is feeding a giraffe at a zoo	0	NEUTRAL
2588	a woman wearing a hat holding a cell phone	a woman wearing a hat holding a cell phone	0	NEUTRAL
2589	a stop sign with a street sign on top of it	a red stop sign sitting on the side of a street	0	NEUTRAL
2590	a bus is parked in a parking lot	a bus is parked in a parking lot	0	NEUTRAL
2591	a piece of cake on a plate with a fork	a piece of cake on a plate on a table	0	NEUTRAL
2592	a red stop sign sitting on the side of a street	a red stop sign sitting on the side of a street	0	NEUTRAL
2593	a man standing in front of a train station	a man standing in front of a train station	0	NEUTRAL
2594	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
2595	a stop sign and a street sign on a pole	a stop sign is on the corner of a street	0	NEUTRAL
2596	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2597	a baseball player swinging a bat at a ball	a baseball player swinging a bat at a ball	0	NEUTRAL
2598	a cat is sitting on top of a refrigerator	a cat is sitting on top of a refrigerator	0	NEUTRAL
2599	a banana sitting on a table next to a cup of coffee	a banana sitting on a table next to a cup of coffee	0	NEUTRAL
2600	a clock on the wall with a UNK on it	a clock on the side of a building	0	NEUTRAL
2601	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
2602	a stop sign on the side of the road	a stop sign on the corner of a street	0	NEUTRAL
2603	a laptop computer sitting on top of a table	a laptop computer sitting on top of a table	0	NEUTRAL
2604	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
2605	a truck is parked on the side of the street	a truck is parked on the side of the street	0	NEUTRAL
2606	a man standing on the side of a road	a man standing on the side of a road	0	NEUTRAL
2607	a person holding a parking meter in front of a car	a person holding a parking meter in front of a car	0	NEUTRAL
2608	a black and white photo of a microwave	a close up of a cell phone on a table	0	NEUTRAL
2609	a wooden bench sitting in the middle of a forest	a wooden bench sitting on the side of a road	0	NEUTRAL
2610	a man is standing in front of a truck	a man is standing in front of a truck	0	NEUTRAL
2611	a stop sign with a street sign on top of it	a stop sign with a sign on it	0	NEUTRAL
2612	a truck is parked on the side of the street	a truck is parked on the side of the street	0	NEUTRAL
2613	a group of people standing on top of a snow covered slope	a group of people standing on a ski slope	0	NEUTRAL
2614	a woman sitting at a table with a plate of food	a group of people sitting around a table	0	NEUTRAL
